id,customer_id,discount_percent,valid_until,entries_left
50082,88222,100,2026-11-26,20
50083,91792,30,2027-03-28,10
50084,90448,80,2028-12-03,20
50085,96043,80,2028-09-16,5
50086,8525,30,2028-09-10,5
50087,52831,100,2027-10-16,10
50088,21942,100,2028-07-10,20
50089,69679,30,2026-02-06,5
50090,31596,40,2026-09-26,20
50091,93869,100,2027-11-12,5
50092,70145,80,2027-04-12,10
50093,13554,20,2028-02-14,10
50094,82530,40,2028-09-03,5
50095,97722,100,2028-09-18,10
50096,81373,30,2027-04-26,10
50097,79925,20,2026-05-08,20
50098,86355,80,2028-09-03,10
50099,42406,30,2026-01-08,5
50100,50510,40,2027-05-27,20
50101,91234,80,2028-12-23,10
50102,58846,20,2028-07-06,20
50103,77488,80,2028-04-16,30
50104,81598,80,2026-03-01,5
50105,67,30,2027-05-26,10
50106,84465,20,2027-12-25,10
50107,99616,40,2026-09-17,30
50108,70625,20,2026-12-22,5
50109,41259,30,2028-10-01,30
50110,94658,100,2026-02-05,10
50111,71488,20,2027-09-17,5
50112,66552,100,2027-09-27,20
50113,56744,20,2026-02-12,30
50114,92593,80,2027-02-13,5
50115,27063,20,2028-07-12,10
50116,5593,100,2026-05-22,30
50117,43278,30,2028-01-31,30
50118,37777,20,2028-03-06,20
50119,39082,40,2026-03-17,20
50120,2309,30,2026-09-25,20
50121,31548,20,2028-12-05,20
50122,17315,80,2028-02-04,5
50123,25843,80,2026-08-27,10
50124,25759,100,2027-09-10,5
50125,86467,40,2028-09-07,30
50126,55794,20,2027-09-29,30
50127,92336,100,2027-07-17,10
50128,95474,30,2026-10-01,30
50129,43812,80,2026-07-28,20
50130,84979,20,2027-08-14,5
50131,67286,20,2028-09-29,10
50132,82281,40,2027-02-25,5
50133,60422,80,2028-01-25,10
50134,5905,20,2027-06-14,20
50135,30112,80,2026-08-17,20
50136,7846,30,2026-05-31,5
50137,95517,80,2027-05-27,10
50138,11160,80,2027-11-04,5
50139,78560,20,2026-09-14,20
50140,15091,30,2026-10-14,10
50141,24134,20,2027-10-06,20
50142,85434,20,2028-08-26,10
50143,84540,20,2027-09-16,20
50144,32798,30,2026-04-22,20
50145,43021,30,2026-11-09,20
50146,16056,40,2027-06-06,30
50147,64546,40,2027-02-23,5
50148,3305,30,2026-05-06,5
50149,14289,40,2027-06-13,20
50150,10069,20,2027-12-18,5
50151,22824,40,2027-02-03,30
50152,49622,100,2028-06-03,10
50153,12926,40,2028-02-12,5
50154,25354,40,2028-10-27,20
50155,67248,30,2028-06-06,10
50156,24361,100,2026-11-27,30
50157,61268,80,2027-04-13,30
50158,80298,80,2027-03-29,5
50159,23751,80,2027-05-28,20
50160,21360,30,2028-10-16,5
50161,82098,30,2028-10-21,10
50162,29196,30,2026-03-04,10
50163,54502,80,2027-08-27,5
50164,48230,100,2026-04-06,30
50165,72314,30,2028-07-13,30
50166,99904,20,2026-05-23,20
50167,13559,20,2026-12-07,5
50168,52129,40,2026-04-29,30
50169,79055,30,2028-10-08,10
50170,690,100,2028-07-11,10
50171,31101,20,2027-01-29,5
50172,88730,20,2026-08-25,20
50173,49760,20,2027-07-13,5
50174,61674,40,2026-05-12,30
50175,59468,40,2027-08-20,30
50176,3630,40,2027-11-25,30
50177,75701,20,2027-06-27,5
50178,57308,20,2026-01-16,5
50179,11526,80,2026-01-06,10
50180,34249,40,2027-04-28,10
50181,45127,80,2026-09-08,5
50182,83555,30,2026-04-01,10
50183,42760,20,2028-12-01,10
50184,39020,100,2026-10-18,10
50185,91202,80,2027-02-27,30
50186,86649,80,2026-03-18,20
50187,83663,80,2026-04-20,5
50188,71088,30,2026-01-02,30
50189,47581,100,2027-04-11,30
50190,27211,30,2027-03-14,20
50191,66929,40,2026-03-06,20
50192,57040,100,2027-03-28,20
50193,4718,30,2026-11-24,5
50194,59620,80,2028-12-17,5
50195,69876,80,2027-06-01,10
50196,24831,100,2028-11-24,20
50197,77018,30,2028-07-15,10
50198,54606,30,2027-02-09,20
50199,64585,30,2027-06-15,30
50200,85942,20,2026-10-31,5
50201,77104,20,2026-03-15,20
50202,59909,80,2027-04-08,10
50203,83796,100,2027-12-09,30
50204,43009,30,2027-08-04,10
50205,26535,30,2027-06-29,30
50206,86780,80,2026-12-29,5
50207,70181,100,2028-11-15,5
50208,7034,100,2027-03-06,30
50209,62680,100,2028-01-27,20
50210,25878,100,2027-06-03,30
50211,91717,40,2027-03-14,30
50212,28928,100,2026-09-16,20
50213,58540,100,2026-08-11,30
50214,25852,100,2026-09-02,30
50215,92679,30,2026-06-19,10
50216,19538,80,2027-04-22,30
50217,87572,100,2026-06-23,10
50218,71080,20,2026-10-09,5
50219,96361,80,2028-08-18,5
50220,94999,40,2028-07-31,30
50221,59196,80,2028-05-22,10
50222,20865,100,2028-01-05,20
50223,93290,20,2028-11-30,20
50224,49892,20,2028-03-18,5
50225,39660,30,2026-11-28,30
50226,22079,40,2026-10-02,30
50227,76298,20,2027-07-11,5
50228,26274,80,2026-07-10,30
50229,74070,40,2026-08-10,5
50230,1082,20,2027-09-04,10
50231,4042,40,2026-04-28,30
50232,91659,100,2027-02-06,10
50233,54853,30,2028-01-22,10
50234,13164,40,2026-02-27,10
50235,25564,40,2027-05-22,20
50236,72579,20,2027-01-10,20
50237,46597,20,2026-05-08,30
50238,7742,80,2027-04-20,5
50239,69005,40,2027-12-19,10
50240,95897,100,2028-04-07,30
50241,44488,30,2026-12-30,30
50242,85575,80,2027-01-28,20
50243,25484,30,2028-08-14,10
50244,92673,20,2027-08-22,30
50245,52065,80,2028-12-05,5
50246,77783,80,2026-08-18,20
50247,59223,30,2026-08-12,20
50248,94899,30,2027-09-18,10
50249,89467,80,2026-12-22,10
50250,58730,80,2028-11-26,30
50251,66847,100,2028-01-23,20
50252,57813,80,2028-03-15,10
50253,68479,100,2028-06-29,30
50254,32862,40,2027-12-31,30
50255,78454,40,2028-07-13,5
50256,64115,100,2027-04-22,30
50257,13401,20,2026-09-18,5
50258,48556,100,2028-10-09,5
50259,42863,40,2027-02-25,5
50260,23852,40,2027-07-27,30
50261,51491,40,2026-12-16,30
50262,73706,30,2026-09-11,10
50263,74359,100,2027-10-07,5
50264,47807,40,2027-12-14,20
50265,31223,20,2027-03-21,30
50266,66460,80,2026-10-13,5
50267,94013,40,2026-09-17,5
50268,91259,20,2026-02-14,10
50269,82476,30,2026-03-16,10
50270,79651,40,2026-07-24,10
50271,39607,20,2028-09-22,5
50272,27238,100,2028-07-14,5
50273,23914,80,2028-01-24,20
50274,10492,80,2027-04-22,5
50275,71226,30,2026-02-19,20
50276,41197,100,2028-01-21,20
50277,10695,30,2028-08-03,20
50278,70791,40,2027-02-20,30
50279,66659,30,2028-04-03,5
50280,38060,40,2026-02-15,20
50281,92331,20,2027-10-29,5
50282,35660,40,2026-07-15,30
50283,76805,80,2028-12-06,10
50284,87517,30,2026-07-05,30
50285,72302,80,2027-10-19,10
50286,30725,80,2026-09-23,10
50287,52411,30,2028-02-24,30
50288,80822,20,2028-12-27,20
50289,95389,80,2026-02-25,30
50290,86985,100,2028-10-24,30
50291,80188,40,2027-08-23,30
50292,33871,80,2026-11-07,10
50293,87516,30,2026-05-31,10
50294,38324,40,2027-03-04,10
50295,76477,30,2027-01-07,5
50296,70577,80,2027-03-19,5
50297,56384,20,2027-09-05,20
50298,5844,80,2028-04-12,10
50299,11938,100,2027-07-18,5
50300,91432,20,2026-10-02,10
50301,85594,80,2028-04-16,5
50302,49776,20,2027-11-26,10
50303,25178,40,2027-12-20,5
50304,39911,100,2027-04-30,20
50305,68310,100,2026-11-18,5
50306,87124,40,2028-07-17,20
50307,57811,40,2028-10-10,10
50308,70217,20,2027-03-12,30
50309,46125,80,2027-08-08,10
50310,61455,80,2028-09-05,20
50311,11999,80,2027-08-17,10
50312,31344,80,2028-03-17,30
50313,621,100,2026-02-13,5
50314,3253,30,2027-10-25,10
50315,43048,20,2028-12-26,20
50316,82654,80,2027-01-06,30
50317,76704,20,2026-05-08,5
50318,57414,40,2026-07-13,10
50319,14215,80,2027-09-09,30
50320,45575,40,2026-09-27,10
50321,82786,80,2028-01-28,10
50322,13904,100,2028-06-06,20
50323,8434,20,2027-12-23,30
50324,86126,100,2028-01-03,20
50325,33379,100,2028-10-09,20
50326,37482,100,2027-02-10,5
50327,12782,40,2026-03-24,10
50328,90453,40,2027-08-26,20
50329,17159,20,2028-08-29,30
50330,27571,80,2027-02-11,30
50331,81278,100,2028-03-08,5
50332,51487,20,2028-10-25,20
50333,4217,100,2028-11-09,30
50334,16366,20,2026-01-04,20
50335,28480,80,2026-09-17,30
50336,35719,20,2026-01-14,5
50337,35111,20,2028-11-30,30
50338,98050,30,2028-03-27,10
50339,92170,40,2028-04-23,5
50340,23574,30,2028-01-19,20
50341,64715,20,2027-10-12,10
50342,94748,40,2026-05-28,10
50343,67173,30,2027-03-12,30
50344,90797,100,2028-07-13,20
50345,87560,100,2026-12-03,30
50346,48618,100,2028-11-23,30
50347,39815,100,2027-10-28,10
50348,63761,80,2026-04-02,5
50349,34492,40,2028-11-25,5
50350,17427,40,2028-06-10,10
50351,11324,20,2028-03-31,30
50352,70903,100,2027-09-17,5
50353,40987,30,2026-04-18,20
50354,42346,20,2027-10-10,20
50355,24538,40,2028-06-16,5
50356,4137,30,2027-05-17,20
50357,47346,20,2027-04-16,20
50358,38695,40,2028-07-06,10
50359,98976,100,2028-06-03,10
50360,58726,30,2027-03-05,10
50361,49342,30,2027-10-21,30
50362,5569,40,2027-06-28,20
50363,30994,20,2028-09-26,30
50364,28557,20,2027-10-10,30
50365,51248,30,2028-02-14,5
50366,23894,20,2026-08-29,20
50367,22020,30,2028-06-16,20
50368,61939,30,2028-06-27,20
50369,91615,100,2026-02-09,5
50370,10258,30,2027-12-26,20
50371,10168,40,2027-08-20,30
50372,87641,100,2026-09-18,10
50373,57809,100,2027-05-16,20
50374,24157,30,2028-08-04,10
50375,23694,30,2028-02-25,20
50376,8497,40,2027-01-07,10
50377,91294,30,2027-02-03,30
50378,35835,30,2028-07-25,30
50379,99544,40,2027-12-24,5
50380,70633,100,2028-12-24,5
50381,32129,40,2027-09-24,10
50382,61057,100,2027-05-05,10
50383,51049,100,2028-11-18,30
50384,28651,100,2028-07-14,30
50385,53787,20,2026-04-03,20
50386,377,100,2026-11-29,5
50387,43706,40,2028-02-16,10
50388,9920,100,2028-01-25,20
50389,9689,30,2028-08-25,30
50390,35845,100,2026-02-01,30
50391,46760,100,2026-06-04,30
50392,11622,80,2027-03-22,10
50393,39870,100,2028-09-04,10
50394,88082,100,2026-06-22,10
50395,81422,20,2028-01-15,10
50396,23385,20,2028-05-16,10
50397,9419,30,2026-07-28,30
50398,96404,30,2026-10-17,20
50399,59986,100,2027-06-06,20
50400,71463,40,2027-09-04,10
50401,83800,40,2028-10-24,5
50402,32628,30,2028-02-03,30
50403,91835,40,2027-03-27,10
50404,24548,40,2027-08-02,10
50405,87053,80,2028-06-24,30
50406,12707,40,2026-10-25,10
50407,22987,40,2028-12-31,20
50408,39232,80,2028-06-09,10
50409,42528,20,2028-04-23,5
50410,64699,40,2028-11-01,30
50411,19682,100,2026-11-22,30
50412,51340,100,2027-12-07,20
50413,10267,20,2028-08-19,30
50414,63485,100,2026-08-29,20
50415,64940,30,2028-05-25,10
50416,43529,80,2027-06-10,30
50417,20304,40,2026-03-09,5
50418,48335,100,2027-01-04,30
50419,54584,100,2028-06-19,5
50420,51548,80,2026-04-21,30
50421,27025,20,2026-09-23,10
50422,72977,30,2027-11-24,20
50423,73765,40,2028-01-05,30
50424,23589,40,2028-12-28,5
50425,71592,80,2027-09-05,10
50426,76265,100,2028-11-05,5
50427,92923,80,2026-09-04,20
50428,89311,100,2026-12-10,20
50429,9889,40,2027-01-27,5
50430,87331,80,2026-11-02,10
50431,16082,20,2027-07-28,30
50432,88652,80,2028-02-28,5
50433,71071,100,2028-12-30,10
50434,8055,100,2026-11-07,20
50435,36086,30,2028-01-15,10
50436,23162,80,2028-11-16,10
50437,47578,30,2028-06-12,30
50438,54562,20,2027-12-24,30
50439,69414,20,2027-01-07,30
50440,96112,40,2028-05-10,20
50441,56254,80,2028-06-15,30
50442,3219,40,2027-11-04,10
50443,35380,80,2028-03-07,20
50444,68955,100,2027-04-19,10
50445,63674,30,2027-06-23,5
50446,26419,30,2027-06-21,10
50447,48499,20,2028-10-30,10
50448,50107,30,2026-06-11,30
50449,22979,20,2028-09-30,5
50450,49163,100,2028-02-20,10
50451,90986,40,2027-01-28,5
50452,48967,30,2027-10-25,5
50453,44411,100,2028-06-24,20
50454,22179,40,2026-08-06,10
50455,35582,20,2027-04-06,10
50456,66764,80,2027-05-13,10
50457,42632,30,2028-01-22,20
50458,785,100,2027-02-17,10
50459,89853,80,2026-03-09,5
50460,34720,100,2028-02-17,10
50461,691,20,2026-02-05,5
50462,7136,20,2028-12-19,5
50463,99,40,2028-08-13,20
50464,36833,100,2027-07-16,30
50465,42058,80,2026-10-21,10
50466,63024,40,2027-02-02,10
50467,44593,30,2028-06-15,10
50468,51946,100,2027-09-05,5
50469,69654,30,2027-12-31,30
50470,38964,100,2028-05-06,10
50471,85218,80,2026-04-27,10
50472,17040,20,2026-03-04,30
50473,68460,80,2028-09-16,5
50474,75735,30,2027-03-21,5
50475,68599,100,2028-09-05,5
50476,5203,40,2027-07-11,5
50477,38553,40,2026-04-04,10
50478,57816,100,2027-03-20,30
50479,70426,20,2028-01-21,30
50480,76560,80,2028-10-18,5
50481,61060,100,2027-08-25,5
50482,68149,30,2026-11-12,10
50483,27969,30,2026-07-18,30
50484,24703,100,2028-05-21,20
50485,99724,30,2027-05-10,30
50486,25173,20,2027-02-09,5
50487,41550,40,2028-01-26,5
50488,19378,30,2028-09-19,20
50489,61103,20,2026-02-13,10
50490,21660,40,2027-06-15,5
50491,15876,20,2028-06-06,30
50492,14370,80,2026-03-07,30
50493,15334,100,2026-03-27,30
50494,19684,40,2027-06-27,30
50495,64085,20,2027-03-23,10
50496,59831,40,2028-12-23,5
50497,18121,40,2027-06-29,30
50498,68728,80,2028-08-26,5
50499,37623,20,2026-01-18,20
50500,26767,40,2028-07-18,5
50501,99170,20,2026-05-09,10
50502,13018,100,2028-06-15,20
50503,31426,30,2028-09-17,30
50504,37825,30,2028-07-27,5
50505,9693,100,2028-04-09,5
50506,93252,20,2026-09-16,10
50507,45377,30,2026-01-19,5
50508,28207,40,2028-05-03,10
50509,11159,30,2028-10-17,20
50510,32899,100,2027-09-27,30
50511,84740,100,2027-10-01,30
50512,89522,40,2026-02-02,10
50513,64386,20,2028-06-17,10
50514,22606,100,2028-07-04,20
50515,64270,80,2026-05-06,20
50516,60203,100,2026-05-02,10
50517,14325,40,2026-02-25,10
50518,76067,30,2027-05-17,10
50519,19017,40,2028-05-23,20
50520,60337,100,2027-08-10,30
50521,36007,20,2027-10-13,5
50522,41866,100,2028-10-26,10
50523,68295,100,2028-07-14,30
50524,54331,20,2028-11-21,5
50525,18894,20,2027-05-05,20
50526,20528,40,2026-08-21,20
50527,3296,80,2026-05-21,5
50528,71252,100,2028-08-20,30
50529,10787,100,2027-08-24,10
50530,68762,20,2028-09-24,10
50531,70889,100,2026-07-09,20
50532,98082,30,2027-07-09,5
50533,94685,20,2027-06-27,5
50534,59501,40,2026-09-22,20
50535,65111,20,2026-07-07,30
50536,88693,30,2026-02-11,30
50537,81332,40,2027-06-12,5
50538,31015,20,2028-09-04,10
50539,8557,30,2027-11-27,30
50540,91256,100,2028-12-27,10
50541,27310,30,2028-05-24,10
50542,62817,80,2026-04-24,5
50543,66542,40,2028-03-15,30
50544,63123,30,2028-02-18,5
50545,42048,30,2028-05-08,30
50546,56192,30,2028-01-01,30
50547,62335,20,2027-01-05,30
50548,10738,30,2026-03-29,30
50549,92616,40,2028-03-15,5
50550,69959,20,2028-06-17,30
50551,17674,20,2027-08-02,30
50552,55202,100,2028-11-26,5
50553,38503,100,2027-10-28,20
50554,31904,40,2028-05-13,30
50555,29550,20,2026-08-06,10
50556,15483,40,2028-10-19,5
50557,26850,100,2026-02-12,20
50558,88464,80,2028-01-27,5
50559,50535,30,2028-06-26,30
50560,55106,40,2027-06-10,10
50561,34907,80,2028-04-25,5
50562,57473,40,2026-11-20,30
50563,73151,100,2028-06-28,5
50564,76179,20,2028-09-21,20
50565,38051,30,2026-12-21,20
50566,7527,20,2026-10-27,5
50567,39748,40,2027-08-14,10
50568,64357,40,2027-02-19,30
50569,80299,20,2028-01-23,20
50570,82687,100,2026-09-09,30
50571,51014,100,2026-01-03,30
50572,19533,20,2027-01-12,10
50573,31765,20,2026-12-31,5
50574,60307,100,2028-12-22,20
50575,98849,40,2027-08-09,5
50576,51572,40,2026-02-08,5
50577,93981,30,2027-07-19,20
50578,87217,100,2028-08-14,30
50579,75326,40,2028-03-18,20
50580,75338,40,2028-09-23,20
50581,70059,20,2026-06-02,30
50582,42307,80,2027-04-13,30
50583,97326,100,2026-11-29,10
50584,49601,30,2028-01-07,5
50585,61477,80,2028-08-05,30
50586,87190,80,2028-08-01,20
50587,76258,20,2026-05-12,30
50588,76933,80,2028-12-29,20
50589,90596,30,2026-04-24,5
50590,48989,30,2026-10-08,10
50591,39034,30,2027-04-03,10
50592,44763,80,2027-06-30,10
50593,58972,100,2026-09-21,20
50594,63442,40,2028-09-15,20
50595,75561,30,2027-10-10,20
50596,81629,80,2026-04-04,10
50597,86466,30,2026-03-17,20
50598,7633,40,2026-01-03,20
50599,86435,100,2027-12-29,30
50600,71506,40,2027-08-04,10
50601,41403,30,2028-08-04,30
50602,87188,30,2026-08-17,20
50603,86796,30,2026-01-07,30
50604,60967,100,2027-08-16,10
50605,17200,20,2028-01-15,5
50606,17298,30,2027-07-19,10
50607,87606,80,2026-12-23,20
50608,39383,100,2028-07-13,10
50609,91314,80,2028-10-12,20
50610,4229,30,2028-05-24,20
50611,59043,30,2027-12-09,30
50612,15936,20,2028-11-10,30
50613,53960,100,2028-10-17,10
50614,67639,20,2026-03-07,20
50615,72326,40,2027-05-18,30
50616,22214,20,2026-01-29,20
50617,31385,100,2028-01-18,5
50618,16448,20,2027-06-09,20
50619,65719,80,2027-03-17,30
50620,61431,40,2027-07-01,20
50621,69231,20,2028-08-10,10
50622,70273,20,2028-10-06,5
50623,15533,100,2026-03-07,10
50624,86777,40,2026-07-16,20
50625,41957,100,2026-08-13,5
50626,10343,40,2026-02-04,5
50627,5201,30,2028-07-20,20
50628,77186,80,2026-06-19,5
50629,83366,80,2027-03-02,20
50630,53699,30,2028-11-08,30
50631,17968,40,2028-06-06,20
50632,59295,80,2026-03-14,20
50633,91022,40,2026-06-28,10
50634,29123,40,2027-10-30,5
50635,84507,40,2028-05-01,30
50636,25133,30,2026-03-06,10
50637,4765,80,2026-04-13,30
50638,99371,80,2027-08-24,30
50639,69685,80,2028-02-17,10
50640,81183,100,2026-05-08,30
50641,68188,40,2028-05-06,10
50642,73774,80,2026-11-29,30
50643,30742,100,2027-12-29,20
50644,21766,100,2027-04-16,5
50645,76643,20,2026-10-20,30
50646,32295,40,2026-01-11,30
50647,38839,80,2027-01-31,10
50648,43832,100,2028-03-15,10
50649,35250,40,2028-05-14,30
50650,14480,30,2027-03-10,10
50651,8313,20,2027-03-27,30
50652,47873,100,2027-02-22,10
50653,54067,40,2027-06-24,10
50654,59694,80,2027-01-27,20
50655,2654,40,2028-07-06,20
50656,41894,30,2026-06-05,10
50657,83975,100,2027-11-22,20
50658,70427,100,2028-07-26,10
50659,21214,20,2027-03-08,30
50660,38614,20,2027-03-09,5
50661,806,80,2026-11-02,5
50662,20952,80,2027-09-01,30
50663,86417,80,2026-12-16,5
50664,22983,100,2028-05-15,20
50665,48460,40,2028-11-06,30
50666,99908,100,2027-05-26,10
50667,81695,80,2027-01-02,30
50668,15081,100,2028-09-26,10
50669,24890,40,2028-02-18,30
50670,87086,100,2028-03-08,10
50671,36080,100,2028-06-18,20
50672,23877,30,2026-10-08,30
50673,18638,20,2027-10-20,20
50674,53538,20,2028-04-14,20
50675,21137,30,2028-04-26,20
50676,66382,30,2028-03-18,20
50677,95035,30,2026-11-22,20
50678,4402,30,2028-12-12,20
50679,52769,40,2028-04-17,10
50680,14688,40,2028-02-14,30
50681,91541,40,2028-02-06,30
50682,19852,100,2026-11-18,5
50683,12118,20,2028-05-06,20
50684,53340,20,2028-01-06,20
50685,97331,20,2028-08-09,10
50686,8237,80,2026-04-22,5
50687,74343,80,2026-01-31,10
50688,48457,100,2026-04-15,10
50689,30760,20,2027-12-29,5
50690,6760,30,2027-11-07,20
50691,69951,80,2028-10-27,10
50692,12350,20,2028-07-25,20
50693,39982,40,2028-07-25,5
50694,15355,20,2027-03-25,30
50695,16185,80,2026-01-06,30
50696,3626,20,2027-09-30,20
50697,58545,80,2027-08-15,10
50698,56872,30,2026-11-03,5
50699,58220,80,2027-10-23,30
50700,83186,20,2026-09-22,30
50701,68079,20,2027-10-13,30
50702,78932,20,2028-03-26,5
50703,93584,80,2027-10-22,30
50704,24146,40,2028-12-01,20
50705,82907,40,2026-12-31,5
50706,30953,20,2028-04-01,10
50707,97556,30,2026-05-18,5
50708,38360,40,2026-02-02,10
50709,43945,80,2026-04-23,10
50710,35501,30,2028-03-16,10
50711,1320,20,2026-03-10,5
50712,37377,100,2027-11-15,5
50713,25950,30,2026-04-06,10
50714,10252,80,2028-01-04,20
50715,89342,20,2026-06-26,20
50716,89055,80,2026-05-29,30
50717,47857,40,2027-05-31,20
50718,46133,40,2028-02-28,5
50719,69895,30,2026-09-14,5
50720,80388,80,2026-11-25,30
50721,94930,40,2027-06-25,10
50722,88607,40,2028-05-13,20
50723,66013,80,2026-01-02,5
50724,52934,20,2026-03-06,5
50725,89121,100,2026-01-16,10
50726,32034,20,2027-08-09,10
50727,41236,100,2027-01-28,5
50728,90372,20,2027-05-02,5
50729,41478,80,2028-06-12,30
50730,50240,40,2028-10-11,5
50731,81717,80,2026-07-21,5
50732,82021,80,2027-01-24,5
50733,36178,20,2026-09-23,20
50734,71053,80,2027-09-03,5
50735,50122,40,2026-05-08,30
50736,31202,100,2028-07-10,30
50737,12475,30,2026-02-07,30
50738,30479,40,2028-10-02,30
50739,27848,30,2027-04-18,10
50740,79718,80,2028-08-08,10
50741,91986,30,2026-07-28,20
50742,38535,100,2028-03-24,5
50743,30728,30,2027-03-01,10
50744,70955,80,2028-03-14,5
50745,14385,100,2027-07-26,30
50746,38080,80,2028-02-24,10
50747,72580,100,2026-11-17,30
50748,33782,20,2026-07-13,10
50749,47497,80,2026-01-01,5
50750,16205,30,2028-08-15,20
50751,28662,100,2026-12-15,10
50752,25220,100,2028-03-29,20
50753,26996,30,2026-12-31,20
50754,1785,30,2026-03-08,30
50755,93669,20,2026-07-28,5
50756,32737,40,2026-03-09,30
50757,43080,40,2027-12-29,5
50758,91658,30,2026-05-17,30
50759,78260,100,2028-02-28,5
50760,83868,80,2028-12-03,5
50761,77318,20,2026-01-29,30
50762,21954,20,2027-07-03,20
50763,93628,20,2028-03-21,10
50764,73603,100,2026-10-06,5
50765,56302,100,2026-11-16,30
50766,42113,80,2026-05-30,20
50767,19159,100,2028-05-22,30
50768,18183,20,2026-07-28,20
50769,23842,100,2027-03-30,20
50770,79653,100,2026-01-30,5
50771,3039,100,2028-08-05,5
50772,29078,80,2026-01-19,10
50773,67042,100,2028-10-18,30
50774,97517,20,2026-04-26,20
50775,64693,80,2027-02-09,20
50776,63451,100,2028-06-25,20
50777,10295,40,2026-11-14,5
50778,85950,100,2027-04-04,5
50779,90892,30,2028-02-14,20
50780,48524,20,2027-10-12,30
50781,1783,20,2028-10-16,20
50782,44976,100,2026-02-18,30
50783,5354,20,2028-11-17,30
50784,1129,100,2026-12-17,5
50785,93277,100,2028-01-30,10
50786,40119,100,2026-03-18,5
50787,75105,80,2027-07-14,5
50788,78325,40,2026-11-22,5
50789,91463,40,2027-06-12,30
50790,45203,30,2028-05-31,30
50791,74416,100,2027-05-23,10
50792,58870,30,2028-08-02,30
50793,67510,100,2027-08-06,5
50794,78016,100,2027-03-26,10
50795,94997,20,2027-08-05,20
50796,90675,20,2027-11-18,30
50797,10377,80,2026-04-07,10
50798,22652,40,2026-04-09,10
50799,77667,100,2028-11-18,10
50800,82357,30,2026-02-19,10
50801,88119,40,2028-06-11,5
50802,74663,100,2027-09-01,10
50803,21796,40,2027-08-30,20
50804,40708,30,2028-02-10,5
50805,19942,40,2026-11-26,10
50806,62997,100,2028-01-11,10
50807,5139,80,2026-01-13,5
50808,63159,100,2026-08-30,5
50809,23019,40,2028-11-28,20
50810,66018,20,2028-08-27,20
50811,85581,100,2028-08-11,5
50812,7935,20,2027-07-12,10
50813,70383,40,2027-02-18,20
50814,30069,30,2026-10-19,5
50815,96480,100,2028-02-08,20
50816,70044,40,2026-12-09,30
50817,13324,100,2026-06-14,10
50818,38277,80,2026-12-29,20
50819,36120,100,2028-04-16,20
50820,54070,30,2026-02-17,30
50821,89453,40,2027-03-14,10
50822,49472,100,2028-02-16,30
50823,53682,80,2026-03-15,10
50824,86602,40,2027-12-05,30
50825,85804,100,2026-11-18,5
50826,36282,20,2026-02-13,20
50827,5935,80,2026-07-11,10
50828,53432,20,2027-10-04,20
50829,79809,30,2027-12-26,30
50830,36246,40,2028-08-06,30
50831,69981,20,2028-07-13,5
50832,70140,30,2028-12-30,20
50833,80221,100,2028-09-20,5
50834,91077,40,2026-12-29,30
50835,43992,100,2027-01-25,30
50836,89355,40,2028-11-27,20
50837,65348,80,2027-04-28,20
50838,469,30,2028-05-25,10
50839,32431,30,2026-07-19,10
50840,21584,40,2028-12-17,30
50841,59216,80,2027-05-12,20
50842,67532,30,2027-11-07,20
50843,91926,80,2028-03-19,20
50844,77648,30,2028-08-29,5
50845,57073,40,2026-08-11,10
50846,53591,100,2026-11-23,20
50847,23893,80,2028-07-30,5
50848,12832,30,2026-12-29,20
50849,80211,40,2028-02-12,5
50850,25683,20,2026-08-13,20
50851,61251,80,2026-11-16,5
50852,59954,30,2026-05-09,5
50853,53626,100,2027-02-04,30
50854,99985,20,2028-08-22,10
50855,9302,20,2027-12-23,5
50856,80954,80,2027-06-02,20
50857,97175,80,2026-07-02,10
50858,80177,30,2027-06-22,20
50859,40581,80,2027-10-12,20
50860,24312,100,2027-07-01,10
50861,2179,80,2028-09-02,10
50862,93131,80,2027-12-07,30
50863,80820,40,2028-08-07,10
50864,74645,30,2028-08-29,5
50865,54579,30,2026-05-16,20
50866,22886,30,2027-11-11,30
50867,81292,40,2026-01-17,5
50868,59815,40,2027-07-20,20
50869,2979,20,2026-07-12,30
50870,66923,40,2027-07-07,20
50871,39716,20,2028-09-04,10
50872,27225,80,2026-04-12,20
50873,29389,20,2026-04-26,20
50874,11907,80,2026-09-01,10
50875,4249,100,2027-12-02,10
50876,8421,30,2028-03-10,10
50877,87891,80,2026-01-15,10
50878,6997,80,2027-03-06,5
50879,73606,100,2026-12-14,20
50880,25437,80,2026-02-22,10
50881,64538,20,2027-12-07,10
50882,15882,40,2027-11-05,10
50883,36228,20,2026-02-20,5
50884,29485,80,2026-11-23,5
50885,1842,30,2027-07-31,20
50886,63923,80,2028-07-21,20
50887,82683,80,2028-09-14,20
50888,34125,20,2026-04-24,20
50889,67722,100,2027-05-21,20
50890,14706,20,2027-07-21,20
50891,92319,40,2026-02-03,20
50892,37301,100,2026-07-03,20
50893,36487,80,2028-04-02,30
50894,73239,80,2027-05-15,10
50895,7317,40,2026-12-02,10
50896,18926,40,2027-12-28,5
50897,91153,30,2027-05-27,10
50898,56206,30,2027-10-26,5
50899,11184,100,2027-01-11,5
50900,20328,20,2028-09-05,30
50901,90669,40,2026-02-19,30
50902,14595,20,2026-10-08,5
50903,31008,80,2027-08-15,30
